country,year,average_magnitude,eneg,enep,upper_tier,en_pres,proximity,social_heterogeneity,electoral_system
Albania,1992,1,1.10692894458771,2.19000005722046,28.5699996948242,0,0,Bottom 3rd of ENEG,Single-Member District
Albania,1996,1,1.10692894458771,2.78500008583069,17.8600006103516,0,0,Bottom 3rd of ENEG,Single-Member District
Albania,1997,1,1.10692894458771,2.86999988555908,25.7999992370605,0,0,Bottom 3rd of ENEG,Single-Member District
Argentina,1946,10.5299997329712,1.34210205078125,5.75,0,2.08999991416931,1,Middle 3rd of ENEG,Large-Magnitude PR
Argentina,1951,10.5299997329712,1.34210205078125,1.97000002861023,0,1.96000003814697,1,Middle 3rd of ENEG,Large-Magnitude PR
Argentina,1954,4.55999994277954,1.34210205078125,1.92999994754791,0,1.96000003814697,0.200000002980232,Middle 3rd of ENEG,Small-Magnitude PR
Argentina,1958,8.13000011444092,1.34210205078125,2.88499999046326,0,2.65000009536743,1,Middle 3rd of ENEG,Large-Magnitude PR
Argentina,1960,4.17000007629395,1.34210205078125,5.4850001335144,0,2.65000009536743,0.200000002980232,Middle 3rd of ENEG,Small-Magnitude PR
Argentina,1963,8.35000038146973,1.34210205078125,5.98000001907349,0,3.90000009536743,1,Middle 3rd of ENEG,Large-Magnitude PR
Argentina,1965,4.17000007629395,1.34210205078125,5.15500020980835,0,3.90000009536743,0.330000013113022,Middle 3rd of ENEG,Small-Magnitude PR
Argentina,1973,10.1300001144409,1.34210205078125,3.19000005722046,0,2.66000008583069,1,Middle 3rd of ENEG,Large-Magnitude PR
Argentina,1983,10.5799999237061,1.34210205078125,2.63000011444092,0,2.29999995231628,1,Middle 3rd of ENEG,Large-Magnitude PR
Argentina,1985,5.28999996185303,1.34210205078125,4.23999977111816,0,2.29999995231628,0.330000013113022,Middle 3rd of ENEG,Small-Magnitude PR
Argentina,1987,5.51999998092651,1.34210205078125,3.14000010490418,0,2.29999995231628,0.330000013113022,Middle 3rd of ENEG,Small-Magnitude PR
Argentina,1989,5.28999996185303,1.34210205078125,3.34999990463257,0,2.91000008583069,1,Middle 3rd of ENEG,Small-Magnitude PR
Argentina,1991,5.28999996185303,1.34210205078125,3.5699999332428,0,2.91000008583069,0.330000013113022,Middle 3rd of ENEG,Small-Magnitude PR
Argentina,1993,5.28999996185303,1.34210205078125,3.36999988555908,0,2.91000008583069,0.330000013113022,Middle 3rd of ENEG,Small-Magnitude PR
Argentina,1995,5.42000007629395,1.34210205078125,3.57999992370605,0,2.75,1,Middle 3rd of ENEG,Small-Magnitude PR
Argentina,1997,5.28999996185303,1.34210205078125,3.65000009536743,0,2.75,0,Middle 3rd of ENEG,Small-Magnitude PR
Argentina,1999,5.42000007629395,1.34210205078125,3.22499990463257,0,2.55999994277954,1,Middle 3rd of ENEG,Small-Magnitude PR
Armenia,1995,1,1.1544680595398,4.2350001335144,21.0499992370605,1.38999998569489,0.600000023841858,Bottom 3rd of ENEG,Single-Member District
Armenia,1999,1,1.1544680595398,4.76999998092651,42.7400016784668,3.64000010490418,0.600000023841858,Bottom 3rd of ENEG,Single-Member District
Australia,1946,1,1.17440402507782,2.74000000953674,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1949,1,1.17440402507782,2.64000010490418,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1951,1,1.17440402507782,2.49000000953674,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1954,1,1.17440402507782,2.46000003814697,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1955,1,1.17440402507782,2.73499989509583,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1958,1,1.17440402507782,2.97000002861023,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1961,1,1.17440402507782,2.80999994277954,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1963,1,1.17440402507782,2.78999996185303,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1966,1,1.17440402507782,2.98000001907349,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1969,1,1.17440402507782,2.82999992370605,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1972,1,1.17440402507782,2.76999998092651,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1974,1,1.17440402507782,2.66000008583069,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1975,1,1.17440402507782,2.70000004768372,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1977,1,1.17440402507782,3.11500000953674,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1980,1,1.17440402507782,2.80999994277954,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1983,1,1.17440402507782,2.67000007629395,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1984,1,1.17440402507782,2.78999996185303,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1987,1,1.17440402507782,3.01999998092651,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1990,1,1.17440402507782,3.33999991416931,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1993,1,1.17440402507782,2.88000011444092,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1996,1,1.17440402507782,3.21000003814697,0,0,0,Bottom 3rd of ENEG,Single-Member District
Australia,1998,1,1.17440402507782,3.46000003814697,0,0,0,Bottom 3rd of ENEG,Single-Member District
Austria,1949,6.59999990463257,1.14368200302124,2.77999997138977,12.7299995422363,0,0,Bottom 3rd of ENEG,Small-Magnitude PR
Austria,1953,6.59999990463257,1.14368200302124,2.75999999046326,14.5500001907349,2.9300000667572,0.330000013113022,Bottom 3rd of ENEG,Small-Magnitude PR
Austria,1956,6.59999990463257,1.14368200302124,2.48000001907349,10.9099998474121,2.9300000667572,0.670000016689301,Bottom 3rd of ENEG,Small-Magnitude PR
Austria,1959,6.59999990463257,1.14368200302124,2.48000001907349,12.1199998855591,2,0.330000013113022,Bottom 3rd of ENEG,Small-Magnitude PR
Austria,1962,6.59999990463257,1.14368200302124,2.47000002861023,10.3000001907349,2,0.670000016689301,Bottom 3rd of ENEG,Small-Magnitude PR
Austria,1966,6.59999990463257,1.14368200302124,2.39000010490418,8.47999954223633,2,0.670000016689301,Bottom 3rd of ENEG,Small-Magnitude PR
Austria,1970,6.59999990463257,1.14368200302124,2.28999996185303,8.47999954223633,2,0.670000016689301,Bottom 3rd of ENEG,Small-Magnitude PR
Austria,1971,20.3299999237061,1.14368200302124,2.27999997138977,8.73999977111816,1.99000000953674,1,Bottom 3rd of ENEG,Large-Magnitude PR
Austria,1975,20.3299999237061,1.14368200302124,2.26999998092651,6.55999994277954,2,0.670000016689301,Bottom 3rd of ENEG,Large-Magnitude PR
Austria,1979,20.3299999237061,1.14368200302124,2.27999997138977,7.65000009536743,2,0.670000016689301,Bottom 3rd of ENEG,Large-Magnitude PR
Austria,1983,20.3299999237061,1.14368200302124,2.40000009536743,10.3800001144409,1.5,0,Bottom 3rd of ENEG,Large-Magnitude PR
Austria,1986,20.3299999237061,1.14368200302124,2.72000002861023,11.4799995422363,2.26999998092651,1,Bottom 3rd of ENEG,Large-Magnitude PR
Austria,1990,20.3299999237061,1.14368200302124,3.17000007629395,13.6599998474121,2.26999998092651,0.330000013113022,Bottom 3rd of ENEG,Large-Magnitude PR
Austria,1994,4.26000022888184,1.14368200302124,3.86999988555908,50.2700004577637,2.99000000953674,0.330000013113022,Bottom 3rd of ENEG,Small-Magnitude PR
Austria,1995,4.26000022888184,1.14368200302124,3.58999991416931,46.9900016784668,2.99000000953674,0,Bottom 3rd of ENEG,Small-Magnitude PR
Austria,1999,4.26000022888184,1.14368200302124,3.8199999332428,45.9000015258789,2.25999999046326,0.660000026226044,Bottom 3rd of ENEG,Small-Magnitude PR
Bangladesh,1991,1,1.28758096694946,4.65000009536743,0,0,0,Middle 3rd of ENEG,Single-Member District
Bangladesh,1996,1,1.28758096694946,3.48000001907349,0,0,0,Middle 3rd of ENEG,Single-Member District
Benin,1991,10.6700000762939,2.64744901657105,9.61999988555908,0,4.28999996185303,1,Top 3rd of ENEG,Large-Magnitude PR
Benin,1995,4.67000007629395,2.64744901657105,14.125,0,4.28999996185303,0.600000023841858,Top 3rd of ENEG,Small-Magnitude PR
Brazil,1947,13,2.21975588798523,3.58999991416931,0,2.29999995231628,0.200000002980232,Top 3rd of ENEG,Large-Magnitude PR
Brazil,1950,12.1599998474121,2.21975588798523,7.1100001335144,0,2.6800000667572,1,Top 3rd of ENEG,Large-Magnitude PR
Brazil,1954,13.039999961853,2.21975588798523,8.6899995803833,0,2.6800000667572,0.600000023841858,Top 3rd of ENEG,Large-Magnitude PR
Brazil,1958,13.039999961853,2.21975588798523,9.81999969482422,0,2.97000002861023,0.200000002980232,Top 3rd of ENEG,Large-Magnitude PR
Brazil,1962,15.5600004196167,2.21975588798523,11.1700000762939,0,2.65000009536743,0.200000002980232,Top 3rd of ENEG,Large-Magnitude PR
Brazil,1982,19.1599998474121,2.21975588798523,2.65000009536743,0,0,0,Top 3rd of ENEG,Large-Magnitude PR
Brazil,1986,18.7299995422363,2.21975588798523,3.5550000667572,0,0,0,Top 3rd of ENEG,Large-Magnitude PR
Brazil,1990,18.6299991607666,2.21975588798523,9.78999996185303,0,5.69000005722046,0.600000023841858,Top 3rd of ENEG,Large-Magnitude PR
Brazil,1994,19,2.21975588798523,8.52999973297119,0,2.65000009536743,1,Top 3rd of ENEG,Large-Magnitude PR
Brazil,1998,19,2.21975588798523,8.14000034332275,0,2.52999997138977,1,Top 3rd of ENEG,Large-Magnitude PR
Bulgaria,1990,1,1.4275209903717,2.75,50,0,0,Middle 3rd of ENEG,Single-Member District
Bulgaria,1991,7.73999977111816,1.4275209903717,4.18499994277954,0,0,0,Middle 3rd of ENEG,Large-Magnitude PR
Bulgaria,1994,7.73999977111816,1.4275209903717,3.84500002861023,0,3.10999989509583,0,Middle 3rd of ENEG,Large-Magnitude PR
Bulgaria,1997,7.73999977111816,1.4275209903717,3.02999997138977,0,3.16000008583069,0.600000023841858,Middle 3rd of ENEG,Large-Magnitude PR
Canada,1949,1,2.47733306884766,2.83500003814697,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1953,1,2.47733306884766,2.85500001907349,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1957,1,2.47733306884766,2.99000000953674,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1958,1,2.47733306884766,2.44000005722046,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1962,1,2.47733306884766,3.23000001907349,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1963,1,2.47733306884766,3.20000004768372,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1965,1,2.47733306884766,3.30999994277954,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1968,1,2.47733306884766,2.97000002861023,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1972,1,2.47733306884766,3.25,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1974,1,2.47733306884766,2.96000003814697,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1979,1,2.47733306884766,3.08999991416931,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1980,1,2.47733306884766,2.9300000667572,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1984,1,2.47733306884766,2.75,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1988,1,2.47733306884766,3.03999996185303,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1993,1,2.47733306884766,3.9300000667572,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,1997,1,2.47733306884766,4.08500003814697,0,0,0,Top 3rd of ENEG,Single-Member District
Canada,2000,1,2.47733306884766,3.76999998092651,0,0,0,Top 3rd of ENEG,Single-Member District
Central African Republic,1998,1,4.7766900062561,4.25,0,4.11999988555908,0.670000016689301,Top 3rd of ENEG,Single-Member District
Chile,1949,5.25,1.98807096481323,7.05000019073486,0,1.97000002861023,0,Top 3rd of ENEG,Small-Magnitude PR
Chile,1953,5.25,1.98807096481323,11.8800001144409,0,2.95000004768372,0.670000016689301,Top 3rd of ENEG,Small-Magnitude PR
Chile,1957,5.25,1.98807096481323,8.61999988555908,0,2.95000004768372,0.670000016689301,Top 3rd of ENEG,Small-Magnitude PR
Chile,1961,5.25,1.98807096481323,6.44000005722046,0,3.97000002861023,0,Top 3rd of ENEG,Small-Magnitude PR
Chile,1965,5.25,1.98807096481323,4.05999994277954,0,2.14000010490417,0.670000016689301,Top 3rd of ENEG,Small-Magnitude PR
Chile,1969,5.3600001335144,1.98807096481323,4.92000007629395,0,2.14000010490417,0.670000016689301,Top 3rd of ENEG,Small-Magnitude PR
Chile,1973,5.23999977111816,1.98807096481323,5.30000019073486,0,2.96000003814697,0.670000016689301,Top 3rd of ENEG,Small-Magnitude PR
Chile,1993,2,1.98807096481323,6.55000019073486,0,2.47000002861023,1,Top 3rd of ENEG,Small-Magnitude PR
Chile,1997,2,1.98807096481323,6.94999980926514,0,2.47000002861023,0.330000013113022,Top 3rd of ENEG,Small-Magnitude PR
Colombia,1974,7.65000009536743,2.90697693824768,2.36999988555908,0,2.34999990463257,1,Top 3rd of ENEG,Large-Magnitude PR
Colombia,1978,7.65000009536743,2.90697693824768,2.17000007629395,0,2.16000008583069,1,Top 3rd of ENEG,Large-Magnitude PR
Colombia,1982,7.65000009536743,2.90697693824768,2.07999992370605,0,2.5,1,Top 3rd of ENEG,Large-Magnitude PR
Colombia,1986,7.65000009536743,2.90697693824768,2.68499994277954,0,2.09999990463257,1,Top 3rd of ENEG,Large-Magnitude PR
Colombia,1990,7.65000009536743,2.90697693824768,2.23000001907349,0,3.03999996185303,1,Top 3rd of ENEG,Large-Magnitude PR
Colombia,1991,4.88000011444092,2.90697693824768,3.32999992370605,0,3.03999996185303,0.5,Top 3rd of ENEG,Small-Magnitude PR
Colombia,1994,4.88000011444092,2.90697693824768,2.67000007629395,0,2.41000008583069,1,Top 3rd of ENEG,Small-Magnitude PR
Costa Rica,1953,6.42999982833862,1.31164705753326,2.10999989509583,0,1.8400000333786,1,Middle 3rd of ENEG,Small-Magnitude PR
Costa Rica,1958,6.42999982833862,1.31164705753326,3.5699999332428,0,2.44000005722046,1,Middle 3rd of ENEG,Small-Magnitude PR
Costa Rica,1962,8.14000034332275,1.31164705753326,2.71000003814697,0,2.51999998092651,1,Middle 3rd of ENEG,Large-Magnitude PR
Costa Rica,1966,8.14000034332275,1.31164705753326,2.32999992370605,0,1.99979996681213,1,Middle 3rd of ENEG,Large-Magnitude PR
Costa Rica,1970,8.14000034332275,1.31164705753326,2.55999994277954,0,2.13000011444092,1,Middle 3rd of ENEG,Large-Magnitude PR
Costa Rica,1974,8.14000034332275,1.31164705753326,4.01000022888184,0,3.29999995231628,1,Middle 3rd of ENEG,Large-Magnitude PR
Costa Rica,1978,8.14000034332275,1.31164705753326,2.88000011444092,0,2.23000001907349,1,Middle 3rd of ENEG,Large-Magnitude PR
Costa Rica,1982,8.14000034332275,1.31164705753326,2.52999997138977,0,2.17000007629395,1,Middle 3rd of ENEG,Large-Magnitude PR
Costa Rica,1986,8.14000034332275,1.31164705753326,2.48499989509583,0,2.0699999332428,1,Middle 3rd of ENEG,Large-Magnitude PR
Costa Rica,1990,8.14000034332275,1.31164705753326,2.55999994277954,0,2.04999995231628,1,Middle 3rd of ENEG,Large-Magnitude PR
Costa Rica,1994,8.14000034332275,1.31164705753326,2.77999997138977,0,2.10999989509583,1,Middle 3rd of ENEG,Large-Magnitude PR
Costa Rica,1998,8.14000034332275,1.31164705753326,3.36999988555908,0,2.38000011444092,1,Middle 3rd of ENEG,Large-Magnitude PR
Croatia,1992,1,1.60039699077606,4.20499992370605,55.0699996948242,2.64000010490418,1,Middle 3rd of ENEG,Single-Member District
Croatia,1995,1,1.60039699077606,3.78500008583069,77.9499969482422,2.64000010490418,0.200000002980232,Middle 3rd of ENEG,Single-Member District
Croatia,2000,14,1.60039699077606,3.89000010490418,7.28000020980835,3.34999990463257,1,Middle 3rd of ENEG,Large-Magnitude PR
Cyprus,1970,5.82999992370606,1.56054902076721,3.51500010490418,0,1.08000004291534,0.730000019073486,Middle 3rd of ENEG,Small-Magnitude PR
Cyprus,1976,5.82999992370606,1.56054902076721,1.8400000333786,0,1.08000004291534,0.0700000002980232,Middle 3rd of ENEG,Small-Magnitude PR
Cyprus,1981,5.82999992370606,1.56054902076721,3.89499998092651,0,1.08000004291534,0.730000019073486,Middle 3rd of ENEG,Small-Magnitude PR
Czechoslovakia,1990,12.5,2.01874589920044,5.98999977111816,8.65999984741211,0,0,Top 3rd of ENEG,Large-Magnitude PR
Czechoslovakia,1992,12.5,2.01874589920044,10.9899997711182,14.6700000762939,0,0,Top 3rd of ENEG,Large-Magnitude PR
Denmark,1947,5.09000015258789,1.14618897438049,3.79999995231628,20.8999996185303,0,0,Bottom 3rd of ENEG,Small-Magnitude PR
Denmark,1950,4.57000017166138,1.14618897438049,4.01000022888184,29.5,0,0,Bottom 3rd of ENEG,Small-Magnitude PR
Denmark,1953,4.57000017166138,1.14618897438049,3.92000007629395,29.5,0,0,Bottom 3rd of ENEG,Small-Magnitude PR
Denmark,1953,5.86999988555908,1.14618897438049,3.8199999332428,22.8999996185303,0,0,Bottom 3rd of ENEG,Small-Magnitude PR
Denmark,1957,5.86999988555908,1.14618897438049,3.90000009536743,22.8999996185303,0,0,Bottom 3rd of ENEG,Small-Magnitude PR
Denmark,1960,5.86999988555908,1.14618897438049,3.80999994277954,22.8999996185303,0,0,Bottom 3rd of ENEG,Small-Magnitude PR
Denmark,1964,5.86999988555908,1.14618897438049,3.75,22.8999996185303,0,0,Bottom 3rd of ENEG,Small-Magnitude PR
Denmark,1966,5.86999988555908,1.14618897438049,4.21999979019165,22.8999996185303,0,0,Bottom 3rd of ENEG,Small-Magnitude PR
Denmark,1968,5.86999988555908,1.14618897438049,4.55999994277954,22.8999996185303,0,0,Bottom 3rd of ENEG,Small-Magnitude PR
Denmark,1971,7.94000005722046,1.14618897438049,4.51999998092651,22.8999996185303,0,0,Bottom 3rd of ENEG,Large-Magnitude PR
Denmark,1973,7.94000005722046,1.14618897438049,7.1100001335144,22.8999996185303,0,0,Bottom 3rd of ENEG,Large-Magnitude PR
Denmark,1975,7.94000005722046,1.14618897438049,5.59999990463257,22.8999996185303,0,0,Bottom 3rd of ENEG,Large-Magnitude PR
Denmark,1977,7.94000005722046,1.14618897438049,5.23000001907349,22.8999996185303,0,0,Bottom 3rd of ENEG,Large-Magnitude PR
Denmark,1979,7.94000005722046,1.14618897438049,4.98999977111816,22.8999996185303,0,0,Bottom 3rd of ENEG,Large-Magnitude PR
Denmark,1981,7.94000005722046,1.14618897438049,5.76000022888184,22.8999996185303,0,0,Bottom 3rd of ENEG,Large-Magnitude PR
Denmark,1984,7.94000005722046,1.14618897438049,5.25,22.8999996185303,0,0,Bottom 3rd of ENEG,Large-Magnitude PR
Denmark,1987,7.94000005722046,1.14618897438049,5.82999992370606,22.8999996185303,0,0,Bottom 3rd of ENEG,Large-Magnitude PR
Denmark,1988,7.94000005722046,1.14618897438049,5.82999992370606,22.8999996185303,0,0,Bottom 3rd of ENEG,Large-Magnitude PR
Denmark,1990,7.94000005722046,1.14618897438049,4.84000015258789,22.8999996185303,0,0,Bottom 3rd of ENEG,Large-Magnitude PR
Denmark,1994,7.94000005722046,1.14618897438049,4.76000022888184,22.8999996185303,0,0,Bottom 3rd of ENEG,Large-Magnitude PR
Denmark,1998,7.94000005722046,1.14618897438049,4.73999977111816,22.8999996185303,0,0,Bottom 3rd of ENEG,Large-Magnitude PR
Dominica,1980,1,1.63078904151917,2.96000003814697,0,0,0,Middle 3rd of ENEG,Single-Member District
Dominica,1985,1,1.63078904151917,2.10999989509583,0,0,0,Middle 3rd of ENEG,Single-Member District
Dominica,1990,1,1.63078904151917,2.69000005722046,0,0,0,Middle 3rd of ENEG,Single-Member District
Dominica,1995,1,1.63078904151917,2.99000000953674,0,0,0,Middle 3rd of ENEG,Single-Member District
Dominica,2000,1,1.63078904151917,2.54999995231628,0,0,0,Middle 3rd of ENEG,Single-Member District
Ecuador,1979,2.84999990463257,2.89855098724365,6.40000009536743,17.3899993896484,4.76000022888184,1,Top 3rd of ENEG,Small-Magnitude PR
Ecuador,1984,2.95000004768372,2.89855098724365,10.3199996948242,16.8999996185303,5.17000007629395,1,Top 3rd of ENEG,Small-Magnitude PR
Ecuador,1986,2.95000004768372,2.89855098724365,11.9499998092651,16.8999996185303,5.17000007629395,0,Top 3rd of ENEG,Small-Magnitude PR
Ecuador,1988,2.95000004768372,2.89855098724365,8.14000034332275,16.8999996185303,6.57000017166138,1,Top 3rd of ENEG,Small-Magnitude PR
Ecuador,1990,2.85999989509583,2.89855098724365,7.90000009536743,16.6700000762939,6.57000017166138,0,Top 3rd of ENEG,Small-Magnitude PR
Ecuador,1992,3.09999990463257,2.89855098724365,7.78999996185303,16.6700000762939,4.5,1,Top 3rd of ENEG,Small-Magnitude PR
Ecuador,1994,3.09999990463257,2.89855098724365,7.48000001907349,16.6700000762939,4.5,0,Top 3rd of ENEG,Small-Magnitude PR
Ecuador,1996,3.32999992370605,2.89855098724365,6.42999982833862,14.6300001144409,4.82000017166138,1,Top 3rd of ENEG,Small-Magnitude PR
Ecuador,1998,5,2.89855098724365,6.17999982833862,16,4.09999990463257,1,Top 3rd of ENEG,Small-Magnitude PR
El Salvador,1985,4.28999996185303,1.24657201766968,2.6800000667572,0,3.16000008583069,0.600000023841858,Middle 3rd of ENEG,Small-Magnitude PR
El Salvador,1988,4.28999996185303,1.24657201766968,2.75,0,3.16000008583069,0.600000023841858,Middle 3rd of ENEG,Small-Magnitude PR
El Salvador,1991,4.57000017166138,1.24657201766968,3.33999991416931,23.7999992370606,2.34999990463257,0.200000002980232,Middle 3rd of ENEG,Small-Magnitude PR
El Salvador,1994,4.57000017166138,1.24657201766968,3.48000001907349,23.7999992370606,3,1,Middle 3rd of ENEG,Small-Magnitude PR
El Salvador,1997,4.57000017166138,1.24657201766968,3.95000004768372,23.7999992370606,3,0.200000002980232,Middle 3rd of ENEG,Small-Magnitude PR
El Salvador,2000,4.57000017166138,1.24657201766968,3.6800000667572,23.7999992370606,2.74000000953674,0.600000023841858,Middle 3rd of ENEG,Small-Magnitude PR
Estonia,1992,8.42000007629395,2.04519891738892,8.86499977111816,0,0,0,Top 3rd of ENEG,Large-Magnitude PR
Estonia,1995,9.18000030517578,2.04519891738892,5.92999982833862,0,0,0,Top 3rd of ENEG,Large-Magnitude PR
